,userId,movieId,prediction,title,genres
61,148,8609,5.0643907,OurHospitality(1923),Comedy
62,148,5059,5.0643907,LittleDieterNeedstoFly(1997),Documentary
63,148,31547,5.0643907,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary|War
64,148,72647,5.0643907,Zorn'sLemma(1970),Drama
65,148,8797,5.0643907,Salesman(1969),Documentary
66,148,80599,5.0643907,BusterKeaton:AHardActtoFollow(1987),Documentary
67,148,25764,5.0643907,CameramanThe(1928),Comedy|Drama|Romance
68,148,4405,5.0643907,LastLaughThe(LetzteMannDer)(1924),Drama
69,148,26400,5.0643907,GatesofHeaven(1978),Documentary
70,148,7074,5.0643907,NavigatorThe(1924),Comedy
71,148,3309,5.0643907,Dog'sLifeA(1918),Comedy
72,148,65037,4.9938755,BenX(2007),Drama
73,148,6918,4.887521,UnvanquishedThe(Aparajito)(1957),Drama
74,148,77658,4.8660703,Cosmos(1980),Documentary
75,148,25852,4.8605533,Gaslight(1940),Mystery|Thriller
76,540,8530,5.371917,DearFrankie(2004),Drama|Romance
77,540,6413,4.906831,ElectricHorsemanThe(1979),Comedy|Western
78,540,65037,4.8610973,BenX(2007),Drama
79,540,54328,4.799989,MyBestFriend(Monmeilleurami)(2006),Comedy
80,540,50703,4.614705,SecretThe(2006),Documentary
81,540,141668,4.614705,WarRoom(2015),Drama
82,540,32289,4.584327,IcePrincess(2005),Children|Comedy|Drama
83,540,48791,4.584327,Flicka(2006),Children|Drama
84,540,41573,4.584327,FamilyStoneThe(2005),Comedy|Drama|Romance
85,540,8535,4.563318,De-Lovely(2004),Drama|Musical
86,540,2071,4.559408,AndtheBandPlayedOn(1993),Drama
87,540,83318,4.5579405,GoatThe(1921),Comedy
88,540,83411,4.5579405,Cops(1922),Comedy
89,540,79824,4.5377326,Babies(B̩b̩(s))(2010),Documentary
90,540,6776,4.5278425,Lagaan:OnceUponaTimeinIndia(2001),Comedy|Drama|Musical|Romance
91,540,77658,4.52652,Cosmos(1980),Documentary
92,540,4459,4.513854,Alaska:SpiritoftheWild(1997),Documentary|IMAX
93,540,6598,4.4923687,StepIntoLiquid(2002),Documentary
94,540,79091,4.4914207,DespicableMe(2010),Animation|Children|Comedy|Crime
95,392,92494,4.397197,DylanMoran:Monster(2004),Comedy|Documentary
96,392,3216,4.397197,VampyrosLesbos(VampirasLas)(1971),Fantasy|Horror|Thriller
97,392,83411,4.336326,Cops(1922),Comedy
98,392,83318,4.336326,GoatThe(1921),Comedy
99,392,40412,4.2898607,DeadMan'sShoes(2004),Crime|Thriller
100,392,97957,4.1559834,Excision(2012),Crime|Drama|Horror|Thriller
101,392,73344,4.121494,ProphetA(UnProph̬te)(2009),Crime|Drama
102,392,65037,4.092939,BenX(2007),Drama
103,392,6063,4.0805726,May(2002),Drama|Horror
104,392,9010,4.078427,LoveMeIfYouDare(Jeuxd'enfants)(2003),Drama|Romance
105,392,8955,4.005819,Undertow(2004),Crime|Drama|Thriller
106,392,3030,3.9685524,Yojimbo(1961),Action|Adventure
107,392,1860,3.9433417,Character(Karakter)(1997),Drama
108,392,54328,3.9333315,MyBestFriend(Monmeilleurami)(2006),Comedy
109,392,6918,3.9295168,UnvanquishedThe(Aparajito)(1957),Drama
110,392,8530,3.9113812,DearFrankie(2004),Drama|Romance
111,392,7074,3.9026937,NavigatorThe(1924),Comedy
112,392,8797,3.9026937,Salesman(1969),Documentary
113,392,25764,3.9026937,CameramanThe(1928),Comedy|Drama|Romance
114,392,72647,3.9026937,Zorn'sLemma(1970),Drama
115,243,83318,5.0825834,GoatThe(1921),Comedy
116,243,83411,5.0825834,Cops(1922),Comedy
117,243,8530,4.6736116,DearFrankie(2004),Drama|Romance
118,243,65037,4.6294246,BenX(2007),Drama
119,243,73344,4.628552,ProphetA(UnProph̬te)(2009),Crime|Drama
120,243,54328,4.590044,MyBestFriend(Monmeilleurami)(2006),Comedy
121,243,5059,4.574326,LittleDieterNeedstoFly(1997),Documentary
122,243,8609,4.574326,OurHospitality(1923),Comedy
123,243,3309,4.574326,Dog'sLifeA(1918),Comedy
124,243,26400,4.574326,GatesofHeaven(1978),Documentary
125,243,8797,4.574326,Salesman(1969),Documentary
126,243,31547,4.574326,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary|War
127,243,72647,4.574326,Zorn'sLemma(1970),Drama
128,243,25764,4.574326,CameramanThe(1928),Comedy|Drama|Romance
129,243,7074,4.574326,NavigatorThe(1924),Comedy
130,243,4405,4.574326,LastLaughThe(LetzteMannDer)(1924),Drama
131,243,80599,4.574326,BusterKeaton:AHardActtoFollow(1987),Documentary
132,243,3216,4.473745,VampyrosLesbos(VampirasLas)(1971),Fantasy|Horror|Thriller
133,243,92494,4.473745,DylanMoran:Monster(2004),Comedy|Documentary
134,243,6918,4.4506145,UnvanquishedThe(Aparajito)(1957),Drama
135,623,83318,5.5822196,GoatThe(1921),Comedy
136,623,83411,5.5822196,Cops(1922),Comedy
137,623,8530,5.3808618,DearFrankie(2004),Drama|Romance
138,623,73344,5.245883,ProphetA(UnProph̬te)(2009),Crime|Drama
139,623,54328,5.2034774,MyBestFriend(Monmeilleurami)(2006),Comedy
140,623,65037,5.1167064,BenX(2007),Drama
141,623,92494,5.083814,DylanMoran:Monster(2004),Comedy|Documentary
142,623,3216,5.083814,VampyrosLesbos(VampirasLas)(1971),Fantasy|Horror|Thriller
143,623,40412,5.0262203,DeadMan'sShoes(2004),Crime|Thriller
144,623,8955,5.024416,Undertow(2004),Crime|Drama|Thriller
145,623,8609,5.0239973,OurHospitality(1923),Comedy
146,623,5059,5.0239973,LittleDieterNeedstoFly(1997),Documentary
147,623,7074,5.0239973,NavigatorThe(1924),Comedy
148,623,8797,5.0239973,Salesman(1969),Documentary
149,623,4405,5.0239973,LastLaughThe(LetzteMannDer)(1924),Drama
150,623,25764,5.0239973,CameramanThe(1928),Comedy|Drama|Romance
151,623,72647,5.0239973,Zorn'sLemma(1970),Drama
152,623,31547,5.0239973,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary|War
153,623,26400,5.0239973,GatesofHeaven(1978),Documentary
154,623,3309,5.0239973,Dog'sLifeA(1918),Comedy
155,31,83318,5.2177696,GoatThe(1921),Comedy
156,31,83411,5.2177696,Cops(1922),Comedy
157,31,8530,5.1719866,DearFrankie(2004),Drama|Romance
158,31,65037,5.0969877,BenX(2007),Drama
159,31,73344,5.056533,ProphetA(UnProph̬te)(2009),Crime|Drama
160,31,54328,4.995391,MyBestFriend(Monmeilleurami)(2006),Comedy
161,31,110873,4.8732953,CentenarianWhoClimbedOuttheWindowandVanishedThe(Hundra̴ringensomklevutgenomf̦nstretochf̦rsvann)(2013),Adventure|Comedy|Drama
162,31,92210,4.8732953,DisappearanceofHaruhiSuzumiyaThe(SuzumiyaHaruhinosh̫shitsu)(2010),Adventure|Animation|Drama|Mystery|Sci-Fi
163,31,77846,4.8262863,12AngryMen(1997),Crime|Drama
164,31,9010,4.8260217,LoveMeIfYouDare(Jeuxd'enfants)(2003),Drama|Romance
165,31,108583,4.804747,FawltyTowers(1975-1979),Comedy
166,31,3030,4.77062,Yojimbo(1961),Action|Adventure
167,31,8955,4.749061,Undertow(2004),Crime|Drama|Thriller
168,31,5244,4.739628,ShogunAssassin(1980),Action|Adventure
169,31,93320,4.739628,TrailerParkBoys(1999),Comedy|Crime
170,31,50641,4.739628,House(Hausu)(1977),Comedy|Fantasy|Horror
171,31,40412,4.739162,DeadMan'sShoes(2004),Crime|Thriller
172,31,3216,4.737453,VampyrosLesbos(VampirasLas)(1971),Fantasy|Horror|Thriller
173,31,92494,4.737453,DylanMoran:Monster(2004),Comedy|Documentary
174,516,83411,4.98202,Cops(1922),Comedy
175,516,83318,4.98202,GoatThe(1921),Comedy
176,516,8530,4.843341,DearFrankie(2004),Drama|Romance
177,516,65037,4.837798,BenX(2007),Drama
178,516,73344,4.773324,ProphetA(UnProph̬te)(2009),Crime|Drama
179,516,54328,4.7383227,MyBestFriend(Monmeilleurami)(2006),Comedy
180,516,6413,4.6180835,ElectricHorsemanThe(1979),Comedy|Western
181,516,77846,4.554859,12AngryMen(1997),Crime|Drama
182,516,6918,4.530787,UnvanquishedThe(Aparajito)(1957),Drama
183,516,9010,4.521561,LoveMeIfYouDare(Jeuxd'enfants)(2003),Drama|Romance
184,516,8955,4.501967,Undertow(2004),Crime|Drama|Thriller
185,516,632,4.4990726,LandandFreedom(Tierraylibertad)(1995),Drama|War
186,516,53,4.4990726,Lamerica(1994),Adventure|Drama
187,516,108583,4.4920588,FawltyTowers(1975-1979),Comedy
188,516,25764,4.483817,CameramanThe(1928),Comedy|Drama|Romance
189,516,31547,4.483817,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary|War
190,516,4405,4.483817,LastLaughThe(LetzteMannDer)(1924),Drama
191,516,72647,4.483817,Zorn'sLemma(1970),Drama
192,516,26400,4.483817,GatesofHeaven(1978),Documentary
193,580,83411,4.9270463,Cops(1922),Comedy
194,580,83318,4.9270463,GoatThe(1921),Comedy
195,580,73344,4.4610467,ProphetA(UnProph̬te)(2009),Crime|Drama
196,580,3216,4.4559336,VampyrosLesbos(VampirasLas)(1971),Fantasy|Horror|Thriller
197,580,92494,4.4559336,DylanMoran:Monster(2004),Comedy|Documentary
198,580,8609,4.4343405,OurHospitality(1923),Comedy
199,580,72647,4.4343405,Zorn'sLemma(1970),Drama
200,580,8797,4.4343405,Salesman(1969),Documentary
201,580,31547,4.4343405,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary|War
202,580,3309,4.4343405,Dog'sLifeA(1918),Comedy
203,580,80599,4.4343405,BusterKeaton:AHardActtoFollow(1987),Documentary
204,580,7074,4.4343405,NavigatorThe(1924),Comedy
205,580,4405,4.4343405,LastLaughThe(LetzteMannDer)(1924),Drama
206,580,26400,4.4343405,GatesofHeaven(1978),Documentary
207,580,25764,4.4343405,CameramanThe(1928),Comedy|Drama|Romance
208,580,5059,4.4343405,LittleDieterNeedstoFly(1997),Documentary
209,580,40412,4.3912473,DeadMan'sShoes(2004),Crime|Thriller
210,580,54328,4.340945,MyBestFriend(Monmeilleurami)(2006),Comedy
211,580,6918,4.33842,UnvanquishedThe(Aparajito)(1957),Drama
212,251,65037,5.5235443,BenX(2007),Drama
213,251,8530,5.4631925,DearFrankie(2004),Drama|Romance
214,251,6413,5.4029884,ElectricHorsemanThe(1979),Comedy|Western
215,251,83411,5.3784757,Cops(1922),Comedy
216,251,83318,5.3784757,GoatThe(1921),Comedy
217,251,54328,5.310886,MyBestFriend(Monmeilleurami)(2006),Comedy
218,251,73344,5.221654,ProphetA(UnProph̬te)(2009),Crime|Drama
219,251,77846,5.158593,12AngryMen(1997),Crime|Drama
220,251,73290,5.1193743,Hachiko:ADog'sStory(a.k.a.Hachi:ADog'sTale)(2009),Drama
221,251,8132,5.0746484,Gladiator(1992),Action|Drama
222,251,92210,5.056514,DisappearanceofHaruhiSuzumiyaThe(SuzumiyaHaruhinosh̫shitsu)(2010),Adventure|Animation|Drama|Mystery|Sci-Fi
223,251,110873,5.056514,CentenarianWhoClimbedOuttheWindowandVanishedThe(Hundra̴ringensomklevutgenomf̦nstretochf̦rsvann)(2013),Adventure|Comedy|Drama
224,251,77658,5.048604,Cosmos(1980),Documentary
225,251,7075,5.030738,CourtJesterThe(1956),Adventure|Comedy|Musical
226,251,95088,5.0287824,SafetyNotGuaranteed(2012),Comedy|Drama
227,251,31193,5.0144835,ManyAdventuresofWinniethePoohThe(1977),Animation|Children|Musical
228,251,9010,5.0077047,LoveMeIfYouDare(Jeuxd'enfants)(2003),Drama|Romance
229,251,53,5.005832,Lamerica(1994),Adventure|Drama
230,251,632,5.005832,LandandFreedom(Tierraylibertad)(1995),Drama|War
231,451,83318,5.382505,GoatThe(1921),Comedy
232,451,83411,5.382505,Cops(1922),Comedy
233,451,3309,4.8442545,Dog'sLifeA(1918),Comedy
234,451,4405,4.8442545,LastLaughThe(LetzteMannDer)(1924),Drama
235,451,8609,4.8442545,OurHospitality(1923),Comedy
236,451,5059,4.8442545,LittleDieterNeedstoFly(1997),Documentary
237,451,7074,4.8442545,NavigatorThe(1924),Comedy
238,451,26400,4.8442545,GatesofHeaven(1978),Documentary
239,451,31547,4.8442545,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary|War
240,451,25764,4.8442545,CameramanThe(1928),Comedy|Drama|Romance
241,451,8797,4.8442545,Salesman(1969),Documentary
242,451,72647,4.8442545,Zorn'sLemma(1970),Drama
243,451,80599,4.8442545,BusterKeaton:AHardActtoFollow(1987),Documentary
244,451,92494,4.6928215,DylanMoran:Monster(2004),Comedy|Documentary
245,451,3216,4.6928215,VampyrosLesbos(VampirasLas)(1971),Fantasy|Horror|Thriller
246,451,8511,4.5864377,ImmigrantThe(1917),Comedy
247,85,65037,4.7168818,BenX(2007),Drama
248,85,8530,4.5881977,DearFrankie(2004),Drama|Romance
249,85,54328,4.471695,MyBestFriend(Monmeilleurami)(2006),Comedy
250,85,110873,4.442271,CentenarianWhoClimbedOuttheWindowandVanishedThe(Hundra̴ringensomklevutgenomf̦nstretochf̦rsvann)(2013),Adventure|Comedy|Drama
251,85,92210,4.442271,DisappearanceofHaruhiSuzumiyaThe(SuzumiyaHaruhinosh̫shitsu)(2010),Adventure|Animation|Drama|Mystery|Sci-Fi
252,85,131724,4.3846745,TheJinx:TheLifeandDeathsofRobertDurst(2015),Documentary
253,85,2924,4.366952,DrunkenMaster(Juikuen)(1978),Action|Comedy
254,85,83411,4.36005,Cops(1922),Comedy
255,85,83318,4.36005,GoatThe(1921),Comedy
256,85,108583,4.359632,FawltyTowers(1975-1979),Comedy
257,85,7827,4.3412013,Cypher(2002),Action|Sci-Fi|Thriller
258,85,89774,4.324323,Warrior(2011),Drama
259,85,6413,4.3139606,ElectricHorsemanThe(1979),Comedy|Western
260,85,85179,4.312254,SummerWars(Sam̢w̫zu)(2009),Adventure|Animation|Comedy|Sci-Fi
261,85,31184,4.307646,Appleseed(Appurush̨do)(2004),Action|Animation|Fantasy|Sci-Fi
262,85,73344,4.302174,ProphetA(UnProph̬te)(2009),Crime|Drama
263,85,4407,4.294599,Salvador(1986),Drama|Thriller|War
264,85,104913,4.2939196,Rush(2013),Action|Drama
265,85,6125,4.288196,SecretPoliceman'sOtherBallThe(1982),Comedy|Documentary|Musical
266,137,6413,5.2406764,ElectricHorsemanThe(1979),Comedy|Western
267,137,65037,5.0411158,BenX(2007),Drama
268,137,83411,4.968501,Cops(1922),Comedy
269,137,83318,4.968501,GoatThe(1921),Comedy
270,137,8530,4.899516,DearFrankie(2004),Drama|Romance
271,137,54328,4.8932395,MyBestFriend(Monmeilleurami)(2006),Comedy
272,137,759,4.8677673,MayaLin:AStrongClearVision(1994),Documentary
273,137,110873,4.7555885,CentenarianWhoClimbedOuttheWindowandVanishedThe(Hundra̴ringensomklevutgenomf̦nstretochf̦rsvann)(2013),Adventure|Comedy|Drama
274,137,92210,4.7555885,DisappearanceofHaruhiSuzumiyaThe(SuzumiyaHaruhinosh̫shitsu)(2010),Adventure|Animation|Drama|Mystery|Sci-Fi
275,137,73344,4.717508,ProphetA(UnProph̬te)(2009),Crime|Drama
276,137,2924,4.704463,DrunkenMaster(Juikuen)(1978),Action|Comedy
277,137,9010,4.6652107,LoveMeIfYouDare(Jeuxd'enfants)(2003),Drama|Romance
278,137,8535,4.664249,De-Lovely(2004),Drama|Musical
279,137,632,4.6295524,LandandFreedom(Tierraylibertad)(1995),Drama|War
280,137,53,4.6295524,Lamerica(1994),Adventure|Drama
281,137,8955,4.6252193,Undertow(2004),Crime|Drama|Thriller
282,137,4459,4.6068735,Alaska:SpiritoftheWild(1997),Documentary|IMAX
283,137,1243,4.5933013,RosencrantzandGuildensternAreDead(1990),Comedy|Drama
284,137,4993,4.592198,LordoftheRings:TheFellowshipoftheRingThe(2001),Adventure|Fantasy
285,65,83411,5.359652,Cops(1922),Comedy
286,65,83318,5.359652,GoatThe(1921),Comedy
287,65,5017,4.912239,BigHeatThe(1953),Drama|Film-Noir
288,65,6918,4.83451,UnvanquishedThe(Aparajito)(1957),Drama
289,65,5059,4.823687,LittleDieterNeedstoFly(1997),Documentary
290,65,72647,4.823687,Zorn'sLemma(1970),Drama
291,65,31547,4.823687,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary|War
292,65,7074,4.823687,NavigatorThe(1924),Comedy
293,65,8609,4.823687,OurHospitality(1923),Comedy
294,65,80599,4.823687,BusterKeaton:AHardActtoFollow(1987),Documentary
295,65,4405,4.823687,LastLaughThe(LetzteMannDer)(1924),Drama
296,65,8797,4.823687,Salesman(1969),Documentary
297,65,25764,4.823687,CameramanThe(1928),Comedy|Drama|Romance
298,65,26400,4.823687,GatesofHeaven(1978),Documentary
299,65,3309,4.823687,Dog'sLifeA(1918),Comedy
300,65,73344,4.734399,ProphetA(UnProph̬te)(2009),Crime|Drama
301,65,56782,4.7151966,ThereWillBeBlood(2007),Drama|Western
302,65,93040,4.6876106,CivilWarThe(1990),Documentary|War
303,65,8955,4.676714,Undertow(2004),Crime|Drama|Thriller
304,65,7116,4.655569,Diabolique(Lesdiaboliques)(1955),Horror|Mystery|Thriller
305,458,8530,4.6616883,DearFrankie(2004),Drama|Romance
306,458,65037,4.634323,BenX(2007),Drama
307,458,54328,4.598478,MyBestFriend(Monmeilleurami)(2006),Comedy
308,458,83411,4.4751587,Cops(1922),Comedy
309,458,83318,4.4751587,GoatThe(1921),Comedy
310,458,6413,4.461585,ElectricHorsemanThe(1979),Comedy|Western
311,458,73344,4.3016415,ProphetA(UnProph̬te)(2009),Crime|Drama
312,458,9010,4.2809772,LoveMeIfYouDare(Jeuxd'enfants)(2003),Drama|Romance
313,458,110873,4.27947,CentenarianWhoClimbedOuttheWindowandVanishedThe(Hundra̴ringensomklevutgenomf̦nstretochf̦rsvann)(2013),Adventure|Comedy|Drama
314,458,92210,4.27947,DisappearanceofHaruhiSuzumiyaThe(SuzumiyaHaruhinosh̫shitsu)(2010),Adventure|Animation|Drama|Mystery|Sci-Fi
315,458,8132,4.274264,Gladiator(1992),Action|Drama
316,458,4459,4.2638917,Alaska:SpiritoftheWild(1997),Documentary|IMAX
317,458,108583,4.2283983,FawltyTowers(1975-1979),Comedy
318,458,31193,4.227699,ManyAdventuresofWinniethePoohThe(1977),Animation|Children|Musical
319,458,77846,4.2077885,12AngryMen(1997),Crime|Drama
320,458,8955,4.1848907,Undertow(2004),Crime|Drama|Thriller
321,481,83411,5.954555,Cops(1922),Comedy
322,481,83318,5.954555,GoatThe(1921),Comedy
323,481,80599,5.3591003,BusterKeaton:AHardActtoFollow(1987),Documentary
324,481,31547,5.3591003,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary|War
325,481,4405,5.3591003,LastLaughThe(LetzteMannDer)(1924),Drama
326,481,8609,5.3591003,OurHospitality(1923),Comedy
327,481,72647,5.3591003,Zorn'sLemma(1970),Drama
328,481,3309,5.3591003,Dog'sLifeA(1918),Comedy
329,481,26400,5.3591003,GatesofHeaven(1978),Documentary
330,481,7074,5.3591003,NavigatorThe(1924),Comedy
331,481,8797,5.3591003,Salesman(1969),Documentary
332,481,25764,5.3591003,CameramanThe(1928),Comedy|Drama|Romance
333,481,5059,5.3591003,LittleDieterNeedstoFly(1997),Documentary
334,481,3216,5.3388968,VampyrosLesbos(VampirasLas)(1971),Fantasy|Horror|Thriller
335,481,92494,5.3388968,DylanMoran:Monster(2004),Comedy|Documentary
336,481,73344,5.315892,ProphetA(UnProph̬te)(2009),Crime|Drama
337,481,40412,5.2255983,DeadMan'sShoes(2004),Crime|Thriller
338,481,6918,5.202681,UnvanquishedThe(Aparajito)(1957),Drama
339,481,52767,5.0815506,21Up(1977),Documentary
340,481,3030,5.0629754,Yojimbo(1961),Action|Adventure
341,53,65037,4.3117347,BenX(2007),Drama
342,53,92259,4.1407843,Intouchables(2011),Comedy|Drama
343,53,8530,4.118015,DearFrankie(2004),Drama|Romance
344,53,108583,4.1087465,FawltyTowers(1975-1979),Comedy
345,53,77846,4.1026096,12AngryMen(1997),Crime|Drama
346,53,4211,4.0894136,ReversalofFortune(1990),Drama
347,53,632,4.083784,LandandFreedom(Tierraylibertad)(1995),Drama|War
348,53,53,4.083784,Lamerica(1994),Adventure|Drama
349,53,9010,4.052058,LoveMeIfYouDare(Jeuxd'enfants)(2003),Drama|Romance
350,53,6299,4.048361,WingedMigration(PeuplemigrateurLe)(2001),Documentary
351,53,54328,4.0463753,MyBestFriend(Monmeilleurami)(2006),Comedy
352,53,110,4.0221877,Braveheart(1995),Action|Drama|War
353,53,318,4.021061,ShawshankRedemptionThe(1994),Crime|Drama
354,53,91529,4.0178533,DarkKnightRisesThe(2012),Action|Adventure|Crime|IMAX
355,53,7827,4.0176926,Cypher(2002),Action|Sci-Fi|Thriller
356,53,85179,4.0132895,SummerWars(Sam̢w̫zu)(2009),Adventure|Animation|Comedy|Sci-Fi
357,53,5847,4.0045714,Ragtime(1981),Drama
358,53,40148,4.0018764,Revolver(2005),Crime|Drama|Thriller
359,255,83411,5.79466,Cops(1922),Comedy
360,255,83318,5.79466,GoatThe(1921),Comedy
361,255,3216,5.2350287,VampyrosLesbos(VampirasLas)(1971),Fantasy|Horror|Thriller
362,255,92494,5.2350287,DylanMoran:Monster(2004),Comedy|Documentary
363,255,3309,5.2151933,Dog'sLifeA(1918),Comedy
364,255,8609,5.2151933,OurHospitality(1923),Comedy
365,255,72647,5.2151933,Zorn'sLemma(1970),Drama
366,255,25764,5.2151933,CameramanThe(1928),Comedy|Drama|Romance
367,255,5059,5.2151933,LittleDieterNeedstoFly(1997),Documentary
368,255,8797,5.2151933,Salesman(1969),Documentary
369,255,7074,5.2151933,NavigatorThe(1924),Comedy
370,255,4405,5.2151933,LastLaughThe(LetzteMannDer)(1924),Drama
371,255,26400,5.2151933,GatesofHeaven(1978),Documentary
372,255,31547,5.2151933,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary|War
373,255,80599,5.2151933,BusterKeaton:AHardActtoFollow(1987),Documentary
374,255,40412,5.131127,DeadMan'sShoes(2004),Crime|Thriller
375,255,73344,5.1119514,ProphetA(UnProph̬te)(2009),Crime|Drama
376,255,6918,4.9951115,UnvanquishedThe(Aparajito)(1957),Drama
377,255,97957,4.9509673,Excision(2012),Crime|Drama|Horror|Thriller
378,255,3030,4.9350996,Yojimbo(1961),Action|Adventure
379,588,83318,5.018096,GoatThe(1921),Comedy
380,588,83411,5.018096,Cops(1922),Comedy
381,588,65037,4.7064066,BenX(2007),Drama
382,588,54328,4.6973066,MyBestFriend(Monmeilleurami)(2006),Comedy
383,588,8530,4.689539,DearFrankie(2004),Drama|Romance
384,588,73344,4.6405616,ProphetA(UnProph̬te)(2009),Crime|Drama
385,588,6918,4.538922,UnvanquishedThe(Aparajito)(1957),Drama
386,588,80599,4.516286,BusterKeaton:AHardActtoFollow(1987),Documentary
387,588,31547,4.516286,LessonsofDarkness(LektioneninFinsternis)(1992),Documentary|War
388,588,5059,4.516286,LittleDieterNeedstoFly(1997),Documentary
389,588,8797,4.516286,Salesman(1969),Documentary
390,588,4405,4.516286,LastLaughThe(LetzteMannDer)(1924),Drama
